id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R006565,2025-03-13,The Springs,Emirates Living,25.04615,55.17815,villa,3BR_villa,3,3072,285.4,park,fully_furnished,False,2,Dubai Investment Park,Red,79,19.39,yearly,2,151800,49,532
R019095,2022-04-20,The Lakes,Emirates Living,25.06713,55.18817,villa,3BR_villa,3,2835,263.4,park,semi_furnished,False,3,Noor Bank,Red,103,16.87,yearly,12,118500,41,450
R010677,2021-04-27,The Views,The Greens,25.11202,55.16066,apartment,1BR,1,969,90.0,community,semi_furnished,False,1,Al Furjan,Red,105,14.86,yearly,4,15900,16,177
R024781,2024-09-30,Living Legends,Dubailand,25.08331,55.32486,apartment,4BR_penthouse,4,4628,429.9,pool,fully_furnished,True,1,Sharaf DG,Red,137,13.65,short_term,2,109600,23,255
R022702,2025-01-05,Dubai Hills Estate,Mohammed Bin Rashid,25.11825,55.22935,apartment,studio,0,426,39.6,community,fully_furnished,False,2,Mashreq Bank,Red,96,9.88,short_term,2,18800,44,475
R003917,2025-03-28,Town Square,Nshama,25.0217,55.26807,apartment,3BR,3,2215,205.8,city,semi_furnished,True,1,Al Jadaf,Green,300,19.52,yearly,4,40300,18,196
R014773,2025-09-30,La Mer,Jumeirah,25.22048,55.25779,villa,5BR_villa,5,4984,463.0,community,unfurnished,True,3,BurJuman,Red,62,3.08,yearly,1,339100,68,732
R006490,2025-08-10,Karama,Bur Dubai,25.24266,55.29647,apartment,studio,0,395,36.7,park,fully_furnished,True,1,BurJuman,Red,15,5.52,yearly,4,7900,20,215
R006052,2023-09-18,The Meadows,Emirates Living,25.05361,55.16357,villa,6BR_villa,6,6397,594.3,park,unfurnished,True,2,Baniyas Square,Red,331,19.48,yearly,12,228900,35,385
R005183,2022-04-16,Al Warqa,Al Warqa,25.20451,55.39421,villa,3BR_villa,3,2778,258.1,community,fully_furnished,True,4,Al Jafiliya,Red,134,12.08,yearly,1,57500,20,223
R024133,2024-06-25,Falcon City of Wonders,Dubailand,25.03377,55.31375,apartment,2BR,2,1028,95.5,city,fully_furnished,True,1,Mall of the Emirates,Red,174,18.6,yearly,2,20400,19,214
R023505,2024-06-01,Majan,Dubailand,25.07009,55.28515,apartment,1BR,1,688,63.9,community,semi_furnished,True,2,Danube,Red,203,14.18,yearly,4,9700,14,152
R024803,2025-03-23,Deira,Deira,25.26936,55.312,apartment,3BR,3,1949,181.1,pool,semi_furnished,False,2,Union (G),Green,2,8.87,yearly,2,41300,21,228
R005363,2024-07-22,Green Community,DIP,25.00328,55.15977,villa,4BR_villa,4,4223,392.3,community,semi_furnished,True,4,Oud Metha,Green,352,24.46,yearly,4,102800,24,262
R007013,2021-04-12,Majan,Dubailand,25.07245,55.27875,apartment,1BR,1,730,67.8,park,unfurnished,True,1,Al Ghubaiba,Green,253,13.88,yearly,12,7900,10,117
R000212,2025-10-02,Reem Mira,Reem,25.03844,55.28734,villa,6BR_villa,6,7554,701.8,park,unfurnished,False,2,Sharaf DG,Red,134,17.7,short_term,4,176300,23,251
R012143,2024-02-07,Downtown Dubai,Downtown,25.19158,55.2696,apartment,1BR,1,909,84.5,city,semi_furnished,False,1,Burj Khalifa/Dubai Mall,Red,5,0.79,yearly,2,56000,61,663
R007153,2021-10-30,Business Bay,Business Bay,25.19595,55.24619,apartment,1BR,1,819,76.1,community,unfurnished,True,2,Al Nahda,Red,187,2.84,yearly,4,19100,23,251
R016223,2022-09-11,Falcon City of Wonders,Dubailand,25.03682,55.31689,apartment,2BR,2,1342,124.7,community,unfurnished,False,1,Al Qiyadah,Red,346,18.34,yearly,1,18700,13,150
R009792,2025-06-21,The Greens,The Greens,25.09682,55.16689,apartment,2BR,2,1190,110.6,pool,fully_furnished,False,1,Dubai Internet City,Red,3,15.55,yearly,2,42100,35,381
R021431,2022-06-27,World Islands,World Islands,25.23455,55.17913,apartment,1BR,1,776,72.1,golf_course,semi_furnished,False,1,Palm Deira,Green,170,10.45,yearly,6,45200,58,627
R024174,2023-08-08,The Meadows,Emirates Living,25.06078,55.15473,villa,3BR_villa,3,2282,212.0,sea,fully_furnished,False,3,Sharaf DG,Red,74,19.37,yearly,6,152500,66,719
R024855,2024-02-25,Bluewaters Island,Dubai Marina,25.08337,55.13902,apartment,studio,0,438,40.6,community,fully_furnished,False,1,Ibn Battuta,Red,46,18.6,yearly,6,34500,78,848
R014831,2025-01-15,Bulgari Resort,Jumeirah Bay,25.20874,55.2374,apartment,3BR,3,1315,122.2,park,semi_furnished,False,2,Max,Red,68,3.94,yearly,1,252000,191,2062
R011774,2021-01-30,Al Furjan,Al Furjan,25.02144,55.13829,apartment,1BR,1,776,72.1,marina,semi_furnished,True,2,Al Furjan,Red,0,23.87,yearly,2,11800,15,163
R010850,2022-05-10,Jumeirah Lake Towers,JLT,25.06885,55.15086,apartment,3BR,3,1424,132.3,community,fully_furnished,False,1,First Abu Dhabi Bank,Red,142,18.93,yearly,1,32400,22,245
R000482,2021-06-22,DAMAC Lagoons,Damac,25.06408,55.26727,villa,5BR_villa,5,4105,381.4,park,semi_furnished,True,4,Sharaf DG,Red,122,14.82,yearly,6,79600,19,209
R024004,2025-05-12,Bulgari Resort,Jumeirah Bay,25.20706,55.22207,apartment,3BR,3,2135,198.3,golf_course,semi_furnished,True,1,First Abu Dhabi Bank,Red,101,5.38,yearly,12,392900,184,1981
R021653,2024-04-11,Falcon City of Wonders,Dubailand,25.03874,55.30851,apartment,2BR,2,1563,145.2,community,unfurnished,True,1,Dubai Internet City,Red,190,17.95,yearly,1,37300,23,257
R000510,2025-05-23,Dubai Festival City,Festival City,25.23001,55.34646,apartment,3BR,3,2241,208.2,community,fully_furnished,False,2,Creek,Green,3,8.12,yearly,6,61000,27,293
R009821,2025-08-01,Living Legends,Dubailand,25.07302,55.30141,villa,4BR_villa,4,4998,464.3,marina,fully_furnished,True,3,Sharaf DG,Red,138,14.07,yearly,2,140800,28,303
R024017,2022-10-16,Dubai Festival City,Festival City,25.23167,55.36789,apartment,2BR,2,1179,109.6,golf_course,fully_furnished,True,1,Union,Red,74,10.16,short_term,2,36300,30,331
R012222,2024-05-25,Green Community,DIP,25.01556,55.1748,villa,3BR_villa,3,2815,261.6,golf_course,unfurnished,False,2,Jumeirah Golf Estates,Red,33,22.55,yearly,1,93300,33,357
R021981,2022-06-12,Dubai Production City,IMPZ,25.0494,55.22895,apartment,2BR,2,1153,107.1,community,fully_furnished,True,1,First Abu Dhabi Bank,Red,149,17.06,yearly,4,17800,15,166
R020357,2024-03-19,Jumeirah 2,Jumeirah,25.22191,55.23184,apartment,1BR,1,725,67.4,burj_khalifa,semi_furnished,True,1,Burj Khalifa/Dubai Mall,Red,47,5.09,yearly,6,52800,72,784
R013796,2021-12-25,City Walk,Al Wasl,25.21325,55.27008,apartment,3BR,3,2231,207.3,city,unfurnished,True,1,Union (G),Green,103,1.84,yearly,6,82500,37,398
R015902,2023-03-04,Jumeirah 2,Jumeirah,25.21238,55.21912,villa,5BR_villa,5,5129,476.5,community,unfurnished,False,4,Mall of the Emirates,Red,148,5.81,yearly,1,213900,41,449
R018204,2023-04-27,Green Community,DIP,25.0,55.19107,villa,4BR_villa,4,4778,443.9,city,unfurnished,True,3,Jumeirah Golf Estates,Red,35,23.48,yearly,1,102800,21,232
R019086,2021-01-26,Discovery Gardens,Discovery Gardens,25.03967,55.1461,apartment,3BR,3,1998,185.6,park,fully_furnished,False,1,Sharaf DG,Red,102,21.76,yearly,2,18900,9,102
R020007,2025-10-23,Bukadra,Bukadra,25.18088,55.32153,apartment,3BR,3,2557,237.6,city,semi_furnished,False,1,Al Ghubaiba,Green,114,5.08,yearly,12,60700,23,255
R002871,2021-04-13,Mira,Reem,25.0387,55.26028,villa,4BR_villa,4,5136,477.2,community,fully_furnished,False,4,Al Karama,Red,290,17.68,short_term,12,72200,14,151
R009806,2024-09-27,Dubai Investment Park,DIP,25.00045,55.17776,apartment,2BR,2,1202,111.7,park,unfurnished,False,1,Salah Al Din (G),Green,416,23.94,yearly,2,20000,16,179
R021714,2022-07-26,Sobha Hartland,MBR City,25.18594,55.29197,apartment,4BR_penthouse,4,3092,287.2,city,fully_furnished,True,1,Business Bay,Red,46,2.17,yearly,1,92000,29,320
R015216,2022-09-26,Dubai Investment Park,DIP,24.98099,55.17286,apartment,1BR,1,508,47.2,city,fully_furnished,True,1,Jumeirah Golf Estates,Red,43,26.13,yearly,6,6800,13,143
R022885,2023-07-27,Bluewaters Island,Dubai Marina,25.07786,55.14786,apartment,studio,0,415,38.6,community,unfurnished,False,3,Ibn Battuta,Red,47,18.39,yearly,1,19600,47,508
R003572,2025-03-08,Jumeirah 3,Jumeirah,25.21326,55.23597,villa,4BR_villa,4,2869,266.6,pool,semi_furnished,False,2,Max,Red,87,4.26,yearly,4,161700,56,606
R018564,2024-10-12,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.1621,55.31504,apartment,studio,0,421,39.1,community,fully_furnished,False,2,Al Jafiliya,Red,93,5.65,yearly,2,20700,49,529
R018146,2025-01-10,Jumeirah Village Triangle,JVT,25.04085,55.18412,apartment,1BR,1,873,81.1,marina,fully_furnished,True,2,Al Furjan,Red,61,19.62,yearly,2,26500,30,327
R023875,2022-09-27,Al Nahda,Al Nahda,25.29126,55.38198,apartment,4BR_penthouse,4,3359,312.1,park,fully_furnished,False,1,Stadium,Red,6,15.05,yearly,12,60500,18,194
R009680,2021-08-08,Al Barsha,Al Barsha,25.11506,55.211,villa,4BR_villa,4,3563,331.1,pool,fully_furnished,True,4,Mall of the Emirates,Red,10,11.14,yearly,6,68700,19,207
R012062,2024-08-04,City Walk,Al Wasl,25.20947,55.26718,apartment,2BR,2,1284,119.3,community,unfurnished,True,2,Sharaf DG,Red,163,1.55,yearly,6,56500,44,474
R009330,2021-11-15,Bulgari Resort,Jumeirah Bay,25.21859,55.25848,apartment,3BR,3,1672,155.3,golf_course,fully_furnished,False,2,Burj Khalifa/Dubai Mall,Red,30,2.87,yearly,1,235000,140,1513
R023848,2021-03-26,Jumeirah Islands,Emirates Living,25.06482,55.17543,villa,4BR_villa,4,4864,451.9,community,fully_furnished,True,4,Sharaf DG,Red,79,17.78,short_term,4,164700,33,364
R006125,2026-03-13,Al Barsha,Al Barsha,25.11901,55.20441,apartment,studio,0,554,51.5,park,unfurnished,False,1,Noor Bank,Red,31,11.19,yearly,2,12200,22,237
R015076,2022-10-25,Falcon City of Wonders,Dubailand,25.0407,55.30962,apartment,3BR,3,2490,231.3,community,semi_furnished,False,2,Al Nahda (G),Green,353,17.76,yearly,4,43400,17,187
R015389,2024-02-20,Dubai Marina,Dubai Marina,25.08887,55.11186,apartment,studio,0,440,40.9,city,fully_furnished,True,1,Salah Al Din (G),Green,344,20.32,yearly,2,24500,55,599
R007195,2024-11-14,Dubai Creek Harbour,Creek,25.21125,55.34315,apartment,studio,0,461,42.8,burj_khalifa,fully_furnished,False,1,Creek,Green,43,7.09,yearly,12,22500,48,526
R022787,2025-08-17,Al Barsha,Al Barsha,25.09986,55.20492,apartment,1BR,1,645,59.9,city,semi_furnished,False,3,Dubai Internet City,Red,37,12.89,yearly,6,16000,24,267
R017685,2023-05-09,Damac Hills 2,Damac Hills,24.95872,55.29706,villa,4BR_villa,4,4617,429.0,sea,fully_furnished,False,4,Financial Centre,Red,335,26.62,yearly,2,86100,18,201
R006616,2025-08-26,Dubai Marina,Dubai Marina,25.08565,55.14243,apartment,2BR,2,1129,104.9,marina,unfurnished,False,1,Al Furjan,Red,75,18.18,short_term,12,55900,49,533
R022561,2024-04-05,Palm Jumeirah,Palm Jumeirah,25.13064,55.13038,apartment,2BR,2,1483,137.7,community,fully_furnished,False,1,Dubai Internet City,Red,46,16.27,yearly,4,132100,89,959
R013455,2024-09-02,The Meadows,Emirates Living,25.05875,55.17799,villa,3BR_villa,3,1684,156.4,pool,semi_furnished,True,3,UAE Pavilion,Red,68,18.2,yearly,12,71900,42,460
R019480,2026-04-14,Dubai Marina,Dubai Marina,25.0728,55.15154,apartment,1BR,1,643,59.8,community,fully_furnished,True,1,Discovery Gardens,Red,51,18.56,short_term,12,22700,35,380
R000682,2022-02-16,City Walk,Al Wasl,25.19715,55.26395,apartment,studio,0,585,54.4,pool,unfurnished,False,2,Burj Khalifa/Dubai Mall,Red,19,1.05,yearly,12,25700,43,472
R019185,2021-05-21,Mira,Reem,25.05226,55.25772,villa,5BR_villa,5,5491,510.2,marina,fully_furnished,True,3,Dubai Investment Park,Red,140,16.2,yearly,12,105800,19,207
R005817,2024-03-16,The Lakes,Emirates Living,25.04754,55.18369,villa,4BR_villa,4,4103,381.1,burj_khalifa,unfurnished,False,3,Dubai Investment Park,Red,91,18.98,yearly,4,261400,63,686
R004414,2023-01-18,Tilal Al Ghaf,Tilal Al Ghaf,25.01475,55.26431,villa,4BR_villa,4,5020,466.4,city,unfurnished,False,2,Burj Khalifa/Dubai Mall,Red,246,20.31,yearly,6,116900,23,251
R011025,2025-09-04,Dubai South,Dubai South,24.91884,55.15124,villa,4BR_villa,4,4077,378.7,marina,unfurnished,True,3,UAE Exchange,Red,142,33.35,yearly,2,56400,13,149
R020666,2021-10-27,Al Barsha South,Al Barsha,25.08625,55.23367,apartment,studio,0,453,42.1,community,semi_furnished,True,1,Dubai Internet City,Red,51,13.0,yearly,4,7000,15,166
R016763,2023-05-20,Jumeirah Bay Island,Jumeirah,25.20635,55.26456,apartment,3BR,3,1941,180.3,sea,unfurnished,True,2,World Trade Centre,Red,52,1.42,yearly,2,157800,81,875
R002663,2024-04-24,Dubai South,Dubai South,24.90575,55.18007,apartment,studio,0,581,54.0,marina,unfurnished,False,2,Baniyas Square,Red,508,33.77,yearly,4,8300,14,154
R005254,2021-02-25,Al Warqa,Al Warqa,25.19349,55.37335,villa,3BR_villa,3,3149,292.5,golf_course,semi_furnished,True,3,Union,Red,139,9.96,yearly,1,36200,11,124
R020346,2023-04-16,Majan,Dubailand,25.07115,55.29376,apartment,1BR,1,899,83.6,marina,fully_furnished,True,2,Dubai Healthcare City,Green,216,14.15,yearly,4,21000,23,252
R005181,2023-09-13,Jumeirah Village Circle,JVC,25.05729,55.2026,apartment,1BR,1,707,65.7,city,fully_furnished,True,2,MRT-1,Red,98,17.16,yearly,4,17600,24,268
R012523,2025-11-03,Majan,Dubailand,25.08649,55.30158,apartment,studio,0,503,46.7,burj_khalifa,fully_furnished,True,1,Mall of the Emirates,Red,115,12.61,yearly,1,10300,20,220
R005662,2023-09-24,Arabian Ranches,Arabian Ranches,25.05794,55.27601,villa,5BR_villa,5,5620,522.2,park,unfurnished,True,4,Abu Baker Al Siddique (G),Green,314,15.49,yearly,2,221400,39,424
R023074,2022-03-18,La Mer,Jumeirah,25.2194,55.29459,villa,6BR_villa,6,6624,615.4,pool,fully_furnished,False,2,Financial Centre,Red,28,3.2,yearly,1,342400,51,556
R010354,2022-06-07,Living Legends,Dubailand,25.10228,55.29467,villa,4BR_villa,4,4454,413.8,marina,unfurnished,False,3,Abu Hail,Red,277,10.75,yearly,4,112100,25,271
R016251,2021-11-08,Jumeirah 2,Jumeirah,25.22022,55.25661,apartment,2BR,2,1259,117.0,community,fully_furnished,True,1,Baniyas Square,Red,100,3.12,yearly,2,37400,29,319
R011920,2024-05-28,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16113,55.30182,apartment,studio,0,443,41.1,park,fully_furnished,False,1,Union (G),Green,138,4.87,yearly,4,21300,48,518
R018748,2021-01-04,Dubai Festival City,Festival City,25.22015,55.36364,apartment,4BR_penthouse,4,3070,285.2,community,unfurnished,True,1,Stadium,Red,90,9.33,yearly,1,53200,17,187
R019381,2024-04-13,Jumeirah Village Triangle,JVT,25.06802,55.18912,apartment,3BR,3,2016,187.3,park,unfurnished,True,1,Dubai Investment Park,Red,93,16.73,yearly,4,50900,25,272
R023555,2024-09-12,Jumeirah Islands,Emirates Living,25.06316,55.15252,villa,6BR_villa,6,9460,878.8,community,unfurnished,True,3,Discovery Gardens,Red,30,19.31,yearly,2,508400,53,578
R014565,2022-07-05,Living Legends,Dubailand,25.07426,55.30485,apartment,2BR,2,1215,112.8,golf_course,unfurnished,True,2,Dubai Internet City,Red,153,14.01,yearly,4,22600,18,200
R019954,2024-04-25,Sustainable City,Sustainable City,24.9869,55.25973,villa,4BR_villa,4,2680,249.0,community,semi_furnished,True,3,Expo 2020,Red,163,23.43,yearly,2,64700,24,260
R018634,2025-10-28,Arabian Ranches 2,Arabian Ranches,25.05034,55.27838,villa,6BR_villa,6,6759,627.9,burj_khalifa,semi_furnished,False,3,Dubai Healthcare City,Green,242,16.34,yearly,4,377600,55,601
R016348,2021-01-21,Dubai Marina,Dubai Marina,25.08662,55.14085,apartment,1BR,1,660,61.3,pool,fully_furnished,True,2,Ibn Battuta,Red,59,18.22,yearly,4,17600,26,286
R006019,2021-01-29,Al Reem,Arabian Ranches,25.03812,55.28355,villa,5BR_villa,5,7197,668.6,marina,fully_furnished,True,3,Noor Bank,Red,118,17.71,yearly,4,170800,23,256
R003065,2024-06-04,Dubai Marina,Dubai Marina,25.06579,55.13865,apartment,2BR,2,1182,109.8,park,fully_furnished,True,1,Ibn Battuta,Red,54,20.01,yearly,2,43500,36,396
R007145,2025-05-11,Business Bay,Business Bay,25.19392,55.27575,apartment,studio,0,431,40.1,burj_khalifa,fully_furnished,False,1,Business Bay,Red,6,0.39,yearly,12,22100,51,551
R012786,2024-05-23,Expo City,Dubai South,24.95782,55.14573,apartment,3BR,3,2140,198.8,marina,fully_furnished,False,2,Expo 2020,Red,4,29.6,yearly,6,42000,19,211
R022722,2025-10-10,Dubai Studio City,Dubai Studio City,25.03064,55.23009,apartment,1BR,1,785,72.9,park,unfurnished,True,2,MRT-1,Red,112,19.05,yearly,12,9000,11,124
R017948,2022-07-25,Jumeirah 3,Jumeirah,25.20324,55.23619,villa,4BR_villa,4,4171,387.5,burj_khalifa,semi_furnished,True,2,Al Ras,Green,113,3.9,yearly,12,217700,52,562
R002591,2024-03-26,Jumeirah 2,Jumeirah,25.22326,55.24747,apartment,1BR,1,718,66.7,community,unfurnished,False,1,Financial Centre,Red,49,3.97,yearly,2,35600,49,533
R005112,2022-12-30,Arabian Ranches 3,Arabian Ranches,25.04813,55.2755,villa,4BR_villa,4,3399,315.7,golf_course,fully_furnished,True,4,First Abu Dhabi Bank,Red,129,16.58,short_term,2,179500,52,569
R002940,2023-09-14,The Views,The Greens,25.10303,55.16579,apartment,1BR,1,804,74.7,city,fully_furnished,False,1,Mashreq Bank,Red,8,15.14,yearly,12,38000,47,509
R009995,2023-07-02,Dubai Production City,IMPZ,25.04213,55.23235,apartment,1BR,1,583,54.2,community,fully_furnished,True,1,Dubai Investment Park,Red,92,17.75,short_term,6,10100,17,187
R016621,2021-01-28,Arabian Ranches 3,Arabian Ranches,25.06405,55.26667,villa,3BR_villa,3,2469,229.4,marina,fully_furnished,False,2,Noor Bank,Red,123,14.83,yearly,4,88700,35,387
R003190,2022-12-25,Dubai Harbour,Dubai Marina,25.10442,55.13153,villa,4BR_villa,4,3513,326.4,city,fully_furnished,False,3,Mashreq Bank,Red,35,17.7,yearly,6,248200,70,761
R009743,2021-04-11,Jumeirah Golf Estates,JGE,25.02766,55.17944,villa,3BR_villa,3,3297,306.3,city,fully_furnished,False,4,MRT-1,Red,72,21.14,yearly,6,75100,22,245
R014711,2024-09-22,Mudon,Dubailand,25.05265,55.26705,villa,5BR_villa,5,5366,498.5,sea,semi_furnished,True,2,Burj Khalifa/Dubai Mall,Red,203,16.09,yearly,2,149400,27,300
R011312,2023-04-01,Dubai Harbour,Dubai Marina,25.09251,55.14626,apartment,2BR,2,1511,140.3,pool,semi_furnished,True,2,Mashreq Bank,Red,33,17.37,yearly,12,79300,52,565
R019625,2021-10-20,Dubai Islands,Deira Islands,25.27929,55.32969,apartment,4BR_penthouse,4,2130,197.9,pool,unfurnished,True,2,Salah Al Din,Red,17,10.69,yearly,1,46600,21,236
R012389,2022-01-10,DAMAC Lagoons,Damac,25.04234,55.27274,villa,4BR_villa,4,4448,413.3,park,unfurnished,True,2,Noor Bank,Red,115,17.22,yearly,4,83800,18,203
R007721,2021-09-14,Motor City,Motor City,25.04488,55.25089,apartment,1BR,1,930,86.4,marina,fully_furnished,False,3,Mall of the Emirates,Red,110,17.1,yearly,2,14900,16,173
R014620,2025-04-05,Dubai Marina,Dubai Marina,25.07916,55.16022,apartment,2BR,2,1401,130.1,park,fully_furnished,True,1,Financial Centre,Red,247,17.45,yearly,1,57700,41,444
R016923,2021-01-16,Dubai Silicon Oasis,Dubai Silicon Oasis,25.10924,55.39401,apartment,1BR,1,903,83.9,marina,fully_furnished,True,3,Baniyas Square,Red,228,15.51,yearly,6,12600,14,151
R016604,2023-07-11,Pearl Jumeira,Jumeirah,25.21513,55.23145,apartment,1BR,1,866,80.5,sea,fully_furnished,False,1,Palm Deira,Green,83,4.76,yearly,4,102900,118,1278
R014325,2025-08-15,Jumeirah Bay Island,Jumeirah,25.20689,55.25037,villa,4BR_villa,4,4028,374.2,pool,fully_furnished,False,3,Union (G),Green,109,2.65,yearly,4,648400,161,1733
R016021,2023-07-27,Town Square,Nshama,25.01061,55.2713,apartment,2BR,2,1377,127.9,marina,unfurnished,False,1,Sharaf DG,Red,170,20.75,yearly,4,22200,16,174
R014139,2024-07-07,Emirates Hills,Emirates Hills,25.06247,55.16657,villa,3BR_villa,3,1715,159.3,park,unfurnished,False,3,Dubai Investment Park,Red,82,18.5,yearly,2,122300,71,768
R016576,2021-03-09,Jumeirah 3,Jumeirah,25.20161,55.24386,apartment,3BR,3,1853,172.1,community,unfurnished,False,1,Etisalat,Green,179,3.11,yearly,2,45400,24,264
R007565,2023-01-18,Jumeirah Golf Estates,JGE,25.03322,55.18205,villa,3BR_villa,3,2458,228.4,city,fully_furnished,True,2,Al Furjan,Red,53,20.47,short_term,2,83200,33,364
R004428,2025-02-28,Bulgari Resort,Jumeirah Bay,25.21016,55.26372,villa,4BR_villa,4,4486,416.7,burj_khalifa,unfurnished,True,3,Al Ras,Green,97,1.8,yearly,12,738700,164,1773
R002839,2023-07-28,Dubai Marina,Dubai Marina,25.08506,55.12549,apartment,2BR,2,1374,127.6,community,unfurnished,False,1,Jebel Ali,Red,105,19.5,yearly,4,52200,38,409
R024436,2021-11-19,Tilal Al Ghaf,Tilal Al Ghaf,25.01528,55.25257,villa,4BR_villa,4,4023,373.7,burj_khalifa,fully_furnished,True,3,Dubai Internet City,Red,156,20.35,yearly,6,144100,35,386
R015068,2022-09-21,Motor City,Motor City,25.03569,55.24002,apartment,1BR,1,945,87.8,park,unfurnished,False,2,Abu Hail,Red,343,18.29,yearly,2,17300,18,197
R012783,2026-04-02,The Views,The Greens,25.1049,55.17171,apartment,1BR,1,928,86.2,city,fully_furnished,True,2,Dubai Internet City,Red,6,14.57,yearly,1,35600,38,413
R007305,2026-01-28,World Islands,World Islands,25.21419,55.16663,apartment,studio,0,412,38.3,city,fully_furnished,False,2,Mall of the Emirates,Red,150,11.01,yearly,1,30800,74,803
R015812,2021-09-12,Deira,Deira,25.26518,55.30696,apartment,studio,0,528,49.0,park,fully_furnished,False,3,Union (G),Green,3,8.24,yearly,12,8200,15,167
R024458,2022-06-28,The Lakes,Emirates Living,25.04369,55.17729,villa,3BR_villa,3,2609,242.4,community,fully_furnished,False,2,Danube,Red,90,19.67,yearly,4,89100,34,368
R018215,2022-12-28,The Lakes,Emirates Living,25.05713,55.18705,villa,5BR_villa,5,6009,558.2,pool,semi_furnished,False,3,Al Furjan,Red,56,17.89,yearly,4,286200,47,513
R002693,2021-09-14,Deira,Deira,25.24454,55.32473,apartment,studio,0,501,46.5,community,fully_furnished,False,1,MRT-1,Red,379,7.3,yearly,12,4300,8,93
R000935,2021-01-18,Dubai Sports City,Dubai Sports City,25.04162,55.2281,apartment,1BR,1,876,81.4,marina,semi_furnished,True,1,Al Furjan,Red,90,17.92,short_term,2,8300,9,102
R002423,2021-05-12,The Lakes,Emirates Living,25.05139,55.18941,villa,3BR_villa,3,2558,237.7,park,semi_furnished,False,2,Sharaf DG,Red,69,18.33,yearly,1,75800,29,319
